county_fips_code,mcsa,flfpr_20to64,flfpr_20to64_6to17,flfpr_20to64_under6,flfpr_20to64_under6_6to17,pr_f,mhi_2018,one_race,one_race_a,one_race_b,one_race_h,one_race_i,one_race_other,one_race_w,two_races,hispanic,households,h_6to17_both_work,h_6to17_fwork,h_6to17_mwork,h_6to17_single_m
37159,99.966,69.44545454545455,77.06,71.96363636363637,61.337272727272726,12.881818181818181,48047.91545454545,98.41818181818182,0.9454545454545454,16.009090909090908,0.02727272727272727,0.3181818181818182,3.3181818181818183,77.76363636363637,1.5818181818181818,7.572727272727272,52318.90909090909,8351.363636363636,3783.7272727272725,622.3636363636364,5581.818181818182
37015,100.24199999999999,68.76727272727273,77.76818181818182,71.75818181818181,80.66727272727273,16.63909090909091,32605.835454545457,99.4,0.4090909090909091,62.24363636363636,0,0.5818181818181818,0.4581818181818182,35.70636363636363,0.6,1.480909090909091,7796.909090909091,884.1818181818181,101.36363636363636,139.54545454545453,1108.4545454545455
37167,99.31,72.67272727272727,83.17363636363636,78.53636363636363,75.61454545454545,10.10909090909091,47996.056363636366,98.52727272727273,1.8363636363636364,11.127272727272727,0.01818181818181818,0.2545454545454546,0.9636363636363636,84.31818181818181,1.4727272727272727,3.672727272727273,23094.272727272728,4234.363636363636,1440.6363636363637,260.72727272727275,2021.1818181818182
37135,145.136,74.53636363636363,79.1,72.30909090909091,63.95272727272727,7.918181818181818,62577.11090909091,97.41818181818182,6.9,12,0,0.38181818181818183,2.590909090909091,75.51818181818182,2.581818181818182,7.7,51143.90909090909,8828.454545454546,3845.2727272727275,609,3676.6363636363635
37191,98.286,70.37272727272727,77.75454545454545,67.5,68.21727272727273,15.59090909090909,44806.10363636364,97.17272727272727,1.0363636363636364,31.363636363636363,0.02727272727272727,0.2181818181818182,5.418181818181818,59.11818181818182,2.827272727272727,9.745454545454546,46839.181818181816,6727,3108.7272727272725,567.0909090909091,6463.636363636364
37007,96.832,71.30909090909091,83.53545454545454,86.06363636363636,76.71090909090908,16.645454545454545,38077.57272727272,98.95454545454545,1.1272727272727272,48.56363636363636,0,0.4727272727272727,0.8727272727272727,47.90909090909091,1.0454545454545454,2.8454545454545452,9433.636363636364,1275.8181818181818,320.09090909090907,114.9090909090909,1475.5454545454545
37099,92.46,68.46363636363637,84.65545454545455,73.34545454545454,73.30818181818182,13.00909090909091,42309.36636363636,97.76363636363637,0.8727272727272727,2.5272727272727273,0.06363636363636364,8.854545454545454,1.6363636363636365,83.7909090909091,2.2363636363636363,4.636363636363637,15799.90909090909,1736.4545454545455,577.0909090909091,225.8181818181818,1285.7272727272727
37189,130.376,70.6,73.86,69.25454545454545,75.78,11.00909090909091,39809.31545454545,97.65454545454546,0.9181818181818182,1.3363636363636364,0.01818181818181818,0.3,0.9727272727272728,94.1,2.3454545454545457,3.1,20178.727272727272,2049.090909090909,1010.0909090909091,81.63636363636364,875.7272727272727
37175,102.172,67.21818181818182,74.67363636363636,71,90.73818181818181,9.700000000000001,45815.75818181818,98.33818181818182,0.6981818181818181,4.01,0.00909090909090909,0.36363636363636365,1.9327272727272728,91.34454545454545,1.6618181818181819,2.6963636363636363,13680.09090909091,1706.2727272727273,687.5454545454545,97.54545454545455,1121.3636363636363
37133,117.18,66.02727272727273,75.78454545454545,51.77272727272727,42.091818181818184,11.254545454545454,49756.810909090906,95.73636363636363,1.9272727272727272,15.799999999999999,0.2090909090909091,0.6272727272727272,2.9727272727272727,74.18181818181819,4.263636363636364,10.327272727272728,59791.90909090909,8898.272727272728,6660.090909090909,789.1818181818181,6457.818181818182
37011,100.08,67.48727272727272,86.05090909090909,71.32545454545455,63.838181818181816,11.875454545454545,39933.942727272726,96.20818181818181,0.6154545454545455,3.7818181818181817,0.23,0.7009090909090909,1.3754545454545455,89.52181818181818,3.791818181818182,4.4418181818181814,6974.909090909091,1011.8181818181819,298.6363636363636,44.90909090909091,431.8181818181818
37125,114.842,69.5090909090909,79.47181818181818,68.71818181818182,57.17636363636364,9.218181818181819,54881.024545454544,98.38181818181818,0.9727272727272728,13.245454545454546,0.00909090909090909,0.7181818181818181,1.3454545454545455,82.06363636363636,1.6181818181818182,6.009090909090909,35756.545454545456,5520.363636363636,2461.3636363636365,324,3257.6363636363635
37003,90.34,70.49090909090908,78.56090909090909,68.52727272727273,67.44181818181818,11.736363636363636,45116.428181818184,98.7090909090909,0.8636363636363636,5.409090909090909,0.10909090909090909,0.27272727272727276,2.9636363636363634,89.13636363636364,1.290909090909091,4.172727272727273,13541,2473.818181818182,1312.5454545454545,81.45454545454545,1124.4545454545455
37103,96.55,66.12636363636364,67.8,67.38818181818182,67.63090909090909,15.032727272727273,39401.81545454545,98.10727272727273,0.11090909090909092,31.88818181818182,0.2545454545454545,0.3472727272727273,1.6418181818181818,63.82909090909091,1.8927272727272728,4.060909090909091,4102.454545454545,430,292.90909090909093,30.636363636363633,417.09090909090907
37161,87.734,65.65454545454546,68.90727272727273,65.10909090909091,60.46545454545455,14.590909090909092,39862.58727272727,98.55454545454546,0.4272727272727273,10.163636363636364,0,0.35454545454545455,1.481818181818182,86.11818181818182,1.4454545454545455,3.5,26786,3550.181818181818,1686,347.54545454545456,2647.6363636363635
37107,96.432,69.32727272727273,82.09363636363636,73.36363636363636,63.61090909090909,18.327272727272728,37966.83454545454,97.84545454545454,0.5,40.054545454545455,0.01818181818181818,0.2909090909090909,2.7636363636363637,54.19090909090909,2.1545454545454543,6.5181818181818185,23797,2979.090909090909,1114.090909090909,346.3636363636364,3222.818181818182
37041,96.33,63.93636363636364,78.68181818181819,63.333636363636366,56.38090909090909,16.58818181818182,41360.575454545455,99.33,0.6254545454545455,34.31727272727273,0,0.9209090909090909,1.1372727272727272,62.31909090909091,0.6699999999999999,2.8663636363636362,5883.636363636364,640.8181818181819,308.27272727272725,45.54545454545455,827
37121,84.72800000000001,63.17272727272727,83.00545454545454,70.92454545454545,53.21545454545455,12.42909090909091,40417.50363636364,99.19181818181818,0.3327272727272727,0.6245454545454545,0.02727272727272727,0.31272727272727274,1.1436363636363636,96.74181818181818,0.8081818181818181,4.255454545454546,6494.090909090909,942.8181818181819,307.27272727272725,102.63636363636364,401.09090909090907
37109,99.986,70.92727272727272,77.80363636363636,69.77272727272727,66.43090909090908,10.663636363636364,53699.51454545454,98.11818181818182,0.509090909090909,5.463636363636364,0.00909090909090909,0.2818181818181818,2.6818181818181817,89.17272727272727,1.8818181818181818,7.218181818181819,29856.090909090908,5909.090909090909,2073.2727272727275,287.90909090909093,2481.909090909091
37075,91.87,60.29636363636364,68.35545454545455,69.55909090909091,56.24818181818182,15.53,35622.23181818182,98.75454545454545,0.5472727272727272,0.32636363636363636,0.16636363636363638,7.591818181818182,0.8272727272727273,89.31181818181818,1.2454545454545454,1.999090909090909,3475.818181818182,520.9090909090909,300.6363636363636,19.727272727272727,234.9090909090909
37019,115.90599999999999,65.6,78.95181818181818,70.80909090909091,65.10090909090908,10.9,51603.39727272727,97.75454545454545,0.5,10.818181818181818,0.16363636363636364,0.4818181818181818,1.781818181818182,83.96363636363637,2.2454545454545456,4.663636363636364,48213.09090909091,5151.545454545455,2223.181818181818,431.54545454545456,3262.7272727272725
37079,92.844,71.08181818181818,79.32,69.51818181818182,63.346363636363634,14.618181818181819,42553.803636363635,97.44545454545454,0.18181818181818182,36.7,0,0.7727272727272727,6.863636363636363,52.96363636363636,2.5545454545454547,13.866363636363637,7066.181818181818,1146.7272727272727,444.6363636363636,171.63636363636363,917.3636363636364
37165,89.51,60.64545454545455,69.36727272727273,60.35454545454545,65.68363636363637,26.381818181818183,33833.58727272727,97.46363636363637,0.6272727272727273,38.68181818181818,0.045454545454545456,10.163636363636364,0.9636363636363636,47,2.5363636363636366,2.2272727272727275,13135.727272727272,1525.6363636363637,475.72727272727275,276.27272727272725,2392.4545454545455
37065,92.99,69.37272727272727,82.37545454545455,78.44545454545455,81.62,19.6,36051.68363636364,98.63636363636364,0.1181818181818182,56.945454545454545,0.06363636363636364,0.2909090909090909,2.1818181818181817,39.03636363636364,1.3636363636363635,3.9545454545454546,21366.454545454544,2850.5454545454545,540.2727272727273,262.8181818181818,3775.3636363636365
37131,95.132,65.66363636363636,75.85272727272728,75.49,81.94727272727273,18.572727272727274,34109.95545454545,97.86181818181818,0.10090909090909092,57.125454545454545,0.04636363636363637,0.27454545454545454,0.3190909090909091,40.00545454545455,2.138181818181818,1.6145454545454545,8463,703.1818181818182,216.45454545454547,97.45454545454545,1354
37077,102.202,71.2909090909091,78.07727272727273,73.04545454545455,62.084545454545456,10.327272727272728,54456.64090909091,97.61818181818182,0.5181818181818182,31.927272727272726,0.01818181818181818,0.5636363636363636,3.890909090909091,60.67272727272727,2.381818181818182,7.218181818181818,20084.545454545456,3934.090909090909,1266.5454545454545,153.45454545454547,2261.5454545454545
37183,144.706,75.94545454545455,79.86272727272727,68.05454545454545,66.87272727272727,7.036363636363636,73518.17818181818,97.81818181818181,5.618181818181818,20.554545454545455,0,0.3181818181818182,3.5818181818181816,67.74545454545455,2.1818181818181817,9.49090909090909,348830.9090909091,73061.45454545454,33011,3129.2727272727275,34321.818181818184
37089,110.786,69.78181818181818,81.84818181818181,66.47272727272727,62.56090909090909,9.118181818181817,51443.939090909094,98.24545454545455,1.0272727272727273,3.2818181818181817,0.045454545454545456,0.34545454545454546,3.3,90.2090909090909,1.7545454545454546,9.49090909090909,45508.27272727273,6419.636363636364,2719,500.6363636363636,2951.4545454545455
37157,83.702,69.39090909090909,77.5190909090909,73.12727272727273,70.52545454545455,13.736363636363636,42830.15545454546,98.15454545454546,0.4818181818181818,18.727272727272727,0.06363636363636364,0.37272727272727274,2.7636363636363637,75.77272727272727,1.8454545454545455,5.536363636363636,37600.818181818184,4972,1821.4545454545455,559.8181818181819,3922.4545454545455
37017,90.812,64.36363636363636,76.64,75.95454545454545,70.77181818181819,19.945454545454545,33474.84181818182,98.25454545454545,0.07272727272727272,34.86363636363637,0,2.4,3.609090909090909,57.29090909090909,1.7454545454545454,6.958181818181818,13914.454545454546,1680.5454545454545,517.7272727272727,143.63636363636363,2031.5454545454545
