id,property_type,prop_type_simp,number_of_reviews,review_scores_rating,cleaning_fee,price,price_3_nights
39420099,Apartment,Apartment,10,98,89,59,266
39422045,House,House,1,100,146,200,746
39422334,House,House,9,100,10,50,160
39443504,Condominium,Condominium,2,90,50,155,515
39450365,Apartment,Apartment,10,98,10,85,265
39463264,Apartment,Apartment,6,93,40,72,256
39486959,House,House,7,97,99,150,549
39502396,House,House,1,100,300,250,1050
39502423,House,House,1,100,175,500,1675
39525217,Condominium,Condominium,3,100,95,189,662
39551424,Apartment,Apartment,2,100,75,75,300
39562406,Guest suite,Other,6,100,5,69,212
39578931,Condominium,Condominium,3,93,95,250,845
39590003,Apartment,Apartment,2,100,110,195,695
39596331,Condominium,Condominium,1,100,99,149,546
39604133,Resort,Other,2,100,99,149,546
39604389,Apartment,Apartment,1,100,100,75,325
39604578,Condominium,Condominium,2,100,99,149,546
39606557,Apartment,Apartment,1,60,100,75,325
39608956,Apartment,Apartment,3,100,89,79,326
39612338,Resort,Other,1,100,99,149,546
39614115,Townhouse,Townhouse,1,100,195,108,519
39625712,Apartment,Apartment,1,60,65,151,518
39628476,Condominium,Condominium,3,100,99,149,546
39630734,Apartment,Apartment,4,95,140,260,920
39700534,Condominium,Condominium,1,60,100,130,490
39712366,Apartment,Apartment,2,100,70,175,595
39719172,Apartment,Apartment,2,100,150,500,1650
39723080,House,House,1,100,125,175,650
39726983,Apartment,Apartment,1,100,65,69,272
39727624,Apartment,Apartment,1,100,50,95,335
39787722,House,House,1,100,202,645,2137
39795165,Apartment,Apartment,7,100,85,250,835
39799603,Apartment,Apartment,1,80,45,101,348
39800413,Guest suite,Other,2,100,45,75,270
39812797,House,House,2,100,40,125,415
39828045,Aparthotel,Other,1,100,99,308,1023
39830900,Resort,Other,1,100,99,149,546
39833106,Townhouse,Townhouse,2,100,0,75,225
39859507,Cabin,Other,1,100,125,125,500
39872219,Aparthotel,Other,1,100,99,308,1023
39887245,Condominium,Condominium,1,100,0,50,150
39897075,Condominium,Condominium,1,100,100,119,457
39914154,Apartment,Apartment,2,100,35,130,425
39917902,Resort,Other,1,100,99,149,546
39922898,Condominium,Condominium,1,100,99,149,546
39926746,Apartment,Apartment,1,100,99,110,429
39939817,House,House,1,100,125,250,875
39947457,Apartment,Apartment,1,100,40,150,490
39948335,Apartment,Apartment,2,100,60,199,657
39986814,Townhouse,Townhouse,2,100,250,255,1015
40091876,Apartment,Apartment,1,100,85,170,595
